,Date,Rice,Flour,Pork,Chicken,Egg,Leaf lettuce,Celery,Lettuce,Cabbage,White Radish,Potato,Ginger,cucumber,white gourd,Bitter ground,Green bean,Tomato,Eggplant,Chili,Green pepper,Onion,Garlic,Apple,Banana,Grape,Pear,Watermelon,Carp,chub,Grass carp,crucian,hairtail, yellow croaker
98,2008/5/16,4.32,4.09,21.46,16.53,7.26,1.24,1.78,1.97,0.94,1.03,1.95,3.54,1.64,1.96,4.5,3.93,2.62,2.68,3.27,2.72,1.17,1.36,5.02,3.75,4.89,3.06,2.87,11.43,8.76,13.08,12.16,15.91,24.68
99,2008/5/23,4.32,4.09,21.36,16.58,7.38,1.22,1.83,1.87,0.87,0.97,1.97,3.47,1.39,1.82,4.11,3.56,2.49,2.45,3.19,2.55,1.13,1.36,5.01,3.7,5.2,3.06,2.53,11.47,8.77,13.1,12.31,15.91,24.76
100,2008/5/30,4.32,4.09,21.37,16.55,7.46,1.26,1.72,1.72,0.83,0.92,1.81,3.48,1.28,1.69,3.51,3.01,2.19,2.08,2.82,2.28,1.12,1.31,5.11,3.83,5.84,3.19,2.37,11.65,8.86,13.3,12.08,16.1,24.85
101,2008/6/6,4.33,4.09,21.3,16.55,7.49,1.38,1.73,1.77,0.88,0.98,1.81,3.45,1.5,1.49,3.41,3.02,2.02,2.14,2.81,2.26,1.08,1.37,5.15,3.84,6.46,3.34,2.16,11.93,9.06,13.8,12.39,16.35,24.95
102,2008/6/13,4.33,4.1,21.23,16.53,7.5,1.64,1.79,1.83,0.96,0.93,1.74,3.32,1.26,1.26,2.86,2.71,1.83,1.84,2.59,2.02,1.05,1.38,5.1,3.74,7,3.33,2.02,12.06,8.93,14,12.63,16.3,24.91
103,2008/6/20,4.33,4.1,21.22,16.5,7.5,1.75,1.77,1.96,1,0.92,1.68,3.33,1.26,1.14,2.82,2.63,1.71,1.82,2.44,1.88,1.1,1.4,5.16,3.71,7.2,3.39,1.91,12.09,8.79,14.04,12.66,16.55,24.79
104,2008/6/27,4.33,4.1,21.21,16.43,7.52,2.08,1.82,2.26,0.98,0.97,1.62,3.36,1.32,1.04,2.54,2.52,1.65,1.72,2.31,1.82,1.03,1.38,5.07,3.55,7.64,3.43,1.74,12.31,8.91,14.02,12.88,17.14,25.11
105,2008/7/4,4.33,4.1,21.25,16.37,7.53,2.36,1.84,2.62,1.06,0.97,1.63,3.45,1.43,1.04,2.66,2.62,1.56,1.65,2.25,1.75,1.07,1.47,5.06,3.33,7.29,3.42,1.59,12.45,9.08,14.1,13.29,17.07,25.4
106,2008/7/11,4.34,4.11,21.07,16.37,7.51,2.22,1.91,2.53,1.13,0.99,1.62,3.37,1.41,0.98,2.61,2.65,1.61,1.49,2.12,1.69,1.07,1.34,5.02,3.27,6.73,3.31,1.52,12.35,9.03,14.04,13.2,16.88,25.61
107,2008/7/18,4.34,4.11,20.97,16.32,7.49,2.21,1.91,2.61,1.19,0.96,1.55,3.39,1.4,0.9,2.55,2.59,1.53,1.29,2.02,1.61,1.04,1.49,5.06,3.22,6.5,3.32,1.41,12.24,8.9,13.82,13.18,17.07,25.95
108,2008/7/25,4.34,4.11,20.9,16.31,7.51,2.1,1.93,2.64,1.12,0.97,1.54,3.47,1.41,0.85,2.5,2.57,1.49,1.21,2,1.66,1.05,1.49,5.07,3.3,6.29,3.31,1.41,12.07,8.7,13.77,13.09,17.01,25.82
109,2008/8/1,4.34,4.11,20.82,16.28,7.57,2,1.88,2.61,1.07,0.94,1.52,3.39,1.37,0.81,2.33,2.61,1.47,1.17,1.97,1.67,1.07,1.55,4.95,3.26,6.21,3.2,1.36,11.85,8.71,13.77,12.9,16.48,25.87
110,2008/8/8,4.34,4.1,20.81,16.28,7.6,2.05,1.97,2.81,1.05,1.01,1.55,3.46,1.49,0.76,2.34,2.65,1.42,1.28,1.97,1.78,1.11,1.62,4.93,3.28,5.72,3.15,1.28,11.69,8.73,13.74,12.81,17.02,26.58
111,2008/8/15,4.35,4.11,20.82,16.29,7.65,2.02,1.95,2.72,1.1,1.01,1.54,3.49,1.44,0.78,2.21,2.68,1.41,1.26,1.87,1.74,1.15,1.55,4.83,3.3,5.4,3.08,1.23,11.48,8.65,13.5,12.83,17.05,26.5
112,2008/8/22,4.36,4.11,20.71,16.34,7.72,2.21,1.94,2.77,1.19,1.06,1.58,3.52,1.58,0.81,2.32,2.66,1.46,1.3,1.93,1.66,1.19,1.6,4.66,3.37,5.15,3.1,1.29,11.41,8.57,13.34,12.56,17.08,26.37
113,2008/8/29,4.36,4.12,20.51,16.37,7.84,2.18,1.95,2.9,1.18,1.07,1.55,3.6,1.68,0.81,2.41,2.77,1.48,1.39,1.91,1.66,1.19,1.63,4.62,3.42,4.99,3.08,1.3,11.21,8.36,12.87,11.93,16.99,26.34
114,2008/9/5,4.36,4.13,20.36,16.37,8.02,2.25,2.01,2.94,1.16,1.14,1.5,3.63,1.75,0.82,2.45,2.96,1.57,1.49,1.96,1.69,1.2,1.64,4.59,3.42,4.8,3.05,1.32,11.09,8.25,12.83,11.92,17.09,26.73
115,2008/9/12,4.36,4.13,20.19,16.41,8.1,2.1,1.94,2.73,1.11,1.14,1.52,3.63,1.68,0.82,2.43,2.77,1.59,1.46,1.94,1.68,1.19,1.65,4.7,3.53,4.93,2.99,1.42,11.07,8.36,12.76,12.22,16.92,26.59
116,2008/9/19,4.37,4.14,19.87,16.41,8.12,1.86,2,2.63,1.05,1.13,1.5,3.71,1.65,0.81,2.41,2.58,1.6,1.45,1.83,1.67,1.19,1.63,4.67,3.5,4.93,2.96,1.5,11.18,8.31,12.85,12.06,16.79,26.6
117,2008/9/26,4.37,4.14,19.39,16.41,8.1,1.91,2.05,2.62,1.1,1.18,1.47,3.71,1.73,0.83,2.55,2.72,1.68,1.42,1.79,1.76,1.22,1.67,4.68,3.5,4.98,2.96,1.6,11.23,8.14,12.81,12,16.91,26.46
118,2008/10/3,4.37,4.14,19,16.4,8.04,2.02,2.12,2.76,1.08,1.19,1.44,3.6,2.27,0.82,2.79,2.9,1.91,1.57,1.85,1.79,1.21,1.66,4.7,3.66,5.07,3.02,1.68,11.24,8.14,12.83,11.84,16.88,26.44
119,2008/10/10,4.36,4.14,18.64,16.38,7.95,2.02,2.15,2.81,1.11,1.2,1.44,3.59,2.12,0.84,3.16,3.1,2.14,1.73,1.9,1.87,1.22,1.7,4.61,3.75,5.32,2.99,1.85,11.12,8,12.56,11.48,16.88,26.51
120,2008/10/17,4.37,4.14,18.43,16.35,7.86,1.99,2.21,2.85,1.09,1.14,1.42,3.68,2.05,0.82,3.27,3.04,2.2,1.93,2.01,1.89,1.27,1.72,4.59,3.69,5.43,2.94,2.19,11.07,8.1,12.43,11.36,16.79,26.26
121,2008/10/24,4.37,4.14,18.27,16.32,7.8,1.97,2.06,2.54,1.05,1.06,1.44,3.61,1.83,0.85,3.51,2.83,2.1,1.95,2.04,1.96,1.25,1.72,4.58,3.75,5.56,2.83,2.25,10.89,8,12.34,11.22,16.82,25.97
122,2008/10/31,4.36,4.14,17.91,16.3,7.65,1.85,1.98,2.44,0.95,1.06,1.43,3.63,1.94,0.89,3.56,2.87,2.04,2.02,2.11,2.07,1.3,1.7,4.55,3.9,5.69,2.78,2.5,10.76,8.05,12.49,11.34,16.67,26.08
123,2008/11/7,4.35,4.14,17.74,16.27,7.56,1.77,1.92,2.49,0.91,0.99,1.42,3.55,2.05,0.87,3.6,3.14,2.03,2,2.29,2.15,1.26,1.73,4.51,3.86,5.79,2.76,2.64,10.67,7.95,12.36,11.31,16.68,26.08
124,2008/11/14,4.34,4.14,17.52,16.24,7.51,1.95,1.93,2.56,0.84,0.99,1.39,3.64,2.25,0.86,3.69,3.42,2.2,2.17,2.52,2.36,1.3,1.71,4.47,3.75,5.64,2.68,2.84,10.52,7.8,12.08,11.09,16.41,25.76
125,2008/11/21,4.34,4.14,17.41,16.23,7.44,1.8,1.97,2.61,0.82,0.97,1.42,3.62,2.41,0.87,3.85,3.68,2.22,2.3,2.71,2.41,1.3,1.69,4.4,3.66,5.68,2.62,3.01,10.54,7.72,11.97,11.07,16.26,25.83
126,2008/11/28,4.34,4.15,17.47,16.19,7.42,1.83,2.03,2.72,0.79,0.99,1.42,3.59,2.54,0.87,4.28,4.1,2.24,2.38,2.82,2.42,1.26,1.74,4.23,3.7,5.55,2.54,3.08,10.42,7.64,11.91,10.95,16.37,25.91
127,2008/12/5,4.34,4.16,17.86,16.16,7.39,1.9,2.11,2.78,0.78,1.02,1.43,3.53,2.76,0.94,4.49,4.38,2.23,2.48,3.05,2.61,1.32,1.77,4.2,3.67,5.7,2.56,3.04,10.17,7.5,11.8,10.75,16.32,26.23
128,2008/12/12,4.34,4.16,18.29,16.18,7.35,1.78,2.09,2.76,0.76,0.99,1.44,3.41,2.77,0.93,4.66,4.49,2.23,2.48,3.51,2.88,1.28,1.71,4.22,3.58,5.71,2.61,3.25,10.13,7.56,11.72,10.81,16.29,26.02
129,2008/12/19,4.34,4.16,18.45,16.17,7.33,1.76,2.11,2.79,0.72,0.97,1.43,3.3,2.95,0.95,5.2,4.59,2.38,2.57,4.26,3.47,1.3,1.72,4.25,3.56,5.82,2.65,3.38,9.98,7.5,11.74,10.86,16.52,26
130,2008/12/26,4.34,4.16,18.53,16.14,7.3,1.86,2.25,2.83,0.78,1.02,1.45,3.42,2.95,1.03,5.3,4.73,2.49,2.73,4.55,4.1,1.43,1.73,4.18,3.56,5.96,2.58,3.38,10,7.4,11.61,10.76,16.41,26.04
131,2009/1/2,4.34,4.16,18.63,16.11,7.27,1.88,2.17,3.04,0.78,0.98,1.44,3.27,2.97,1.1,5.89,4.8,2.55,2.85,4.94,4.6,1.48,1.68,4.18,3.5,5.88,2.52,3.49,9.8,7.35,11.51,10.49,16.74,25.75
132,2009/1/9,4.34,4.16,18.75,16.07,7.27,2.01,2.24,3.16,0.77,0.99,1.46,3.16,3.23,1.15,6.31,5.09,2.77,2.98,6.03,5.18,1.54,1.69,4.22,3.58,5.71,2.49,3.53,9.58,7.35,11.47,10.43,16.81,25.96
133,2009/1/16,4.34,4.17,18.85,16.08,7.26,2.3,2.35,3.35,0.75,1.06,1.49,3.29,3.82,1.24,7.59,5.86,3.2,3.3,6.77,6.15,1.59,1.65,4.18,3.52,5.69,2.44,3.48,9.74,7.35,11.51,10.48,17.29,26.14
134,2009/1/23,4.35,4.16,19.07,16.11,7.28,2.54,2.56,3.65,0.87,1.23,1.52,3.33,4.35,1.34,8.97,6.73,3.42,3.84,7.59,7.04,1.6,1.74,4.35,3.6,5.7,2.55,3.61,9.97,7.57,11.91,10.66,18.1,26.97
135,2009/1/30,4.35,4.17,18.89,16.11,7.26,2.55,2.59,3.72,0.87,1.21,1.54,3.27,4.2,1.34,8.69,6.54,3.31,3.73,7.88,6.91,1.61,1.67,4.4,3.59,5.68,2.56,3.62,9.9,7.47,11.86,10.82,18.2,26.49
136,2009/2/6,4.35,4.17,18.46,16.12,7.24,2.21,2.27,3.65,0.77,1.18,1.54,3.24,3.58,1.46,8.38,5.9,3.02,3.22,6.89,6.05,1.61,1.6,4.42,3.45,5.61,2.5,3.87,9.72,7.31,11.87,10.91,17.87,26.29
137,2009/2/13,4.36,4.17,18.06,16.14,7.22,2.07,2.1,3.85,0.71,1.1,1.55,3.15,3.86,1.59,7.92,5.74,2.9,3.27,5.79,5.09,1.62,1.6,4.37,3.4,5.61,2.52,4.02,9.58,7.3,11.87,10.89,17.55,26.18
138,2009/2/20,4.37,4.17,17.53,16.1,7.19,2.27,2.1,4.1,0.77,1.1,1.59,3.17,4.07,1.65,8.05,5.84,2.97,3.56,5.48,4.75,1.6,1.57,4.34,3.43,5.68,2.47,4.38,9.42,7.35,11.87,11.02,16.99,26.18
139,2009/2/27,4.37,4.17,17.19,16.11,7.16,2.43,2.3,3.95,0.77,1.1,1.57,2.98,3.69,1.67,7.45,5.56,3.01,3.77,5.09,4.25,1.63,1.55,4.36,3.38,5.67,2.44,4.23,9.4,7.31,12.08,11.12,17.1,25.73
140,2009/3/6,4.37,4.17,16.96,16.1,7.16,2.88,2.58,4.04,0.91,1.14,1.57,3,3.68,1.7,7.19,5.92,3.1,4.09,5.19,4.33,1.65,1.6,4.41,3.4,5.71,2.46,4.26,9.41,7.21,12.18,11.08,17.06,25.6
141,2009/3/13,4.38,4.18,16.76,16.11,7.18,2.93,2.68,3.82,1.03,1.26,1.66,3.04,3.73,1.78,6.7,6,3.32,4.21,5.32,4.53,1.68,1.59,4.43,3.39,5.77,2.44,4.15,9.48,7.24,12.32,11.2,17.21,25.97
142,2009/3/20,4.38,4.17,16.52,16.12,7.21,2.76,2.77,3.46,1.13,1.26,1.64,2.97,3.71,1.82,6.37,6.02,3.35,4.07,5.29,4.86,1.72,1.59,4.47,3.5,5.8,2.45,4.28,9.54,7.31,12.58,11.33,17.42,25.63
143,2009/3/27,4.39,4.17,16.13,16.14,7.22,2.42,2.63,3.31,1.21,1.23,1.66,3.01,3.36,1.8,6.01,5.68,3.13,3.66,5.09,4.81,1.73,1.59,4.82,3.64,5.73,2.5,4.36,9.57,7.34,12.68,11.49,17.02,25.42
144,2009/4/3,4.39,4.16,15.82,16.14,7.24,2.3,2.71,3.31,1.4,1.28,1.67,3,3.23,1.81,5.52,5.63,3.14,3.66,5.09,4.87,1.72,1.6,4.81,3.66,5.79,2.56,4.31,9.52,7.4,12.73,11.4,16.79,25.35
145,2009/4/10,4.39,4.15,15.53,16.1,7.29,2.08,2.7,3.28,1.55,1.26,1.66,3.05,2.96,1.79,5.33,5.68,3.26,3.53,4.96,4.64,1.7,1.6,4.88,3.81,5.81,2.56,4.11,9.64,7.5,12.87,11.45,16.92,25.26
146,2009/4/17,4.39,4.16,15.28,16.1,7.31,1.82,2.43,2.73,1.45,1.27,1.68,3.04,2.54,1.77,5.13,4.88,3.27,3.2,4.77,4.32,1.71,1.59,4.95,4.01,5.81,2.54,4.2,9.67,7.54,12.83,11.53,16.77,25.44
147,2009/4/24,4.4,4.15,15.11,16.09,7.37,1.84,2.4,2.66,1.41,1.23,1.75,3.07,2.55,1.79,4.94,4.82,3.17,3.13,4.69,4.27,1.75,1.61,5.15,4.21,5.8,2.57,4.15,9.61,7.58,12.9,11.71,16.65,25.16
148,2009/5/1,4.4,4.14,14.73,16.04,7.39,1.95,2.48,2.66,1.37,1.21,1.76,3.23,2.7,1.81,4.72,4.8,3.05,3.04,4.43,4,1.79,1.58,5.26,4.35,5.91,2.66,4.14,9.7,7.65,12.98,11.75,16.75,25.22
149,2009/5/8,4.4,4.14,14.39,16.05,7.41,1.79,2.47,2.54,1.27,1.21,1.76,3.18,2.34,1.96,4.62,4.41,2.84,2.74,4.3,3.6,1.88,1.6,5.34,4.45,6.35,2.67,3.94,9.77,7.7,13.1,11.85,16.96,25.12
150,2009/5/15,4.41,4.14,14.19,16.03,7.46,1.78,2.39,2.44,1.19,1.17,1.74,3.23,2.13,1.88,4.57,4.18,2.77,2.61,4.1,3.28,1.97,1.73,5.37,4.55,6.41,2.73,3.55,10.05,7.75,13.06,12,17,25.38
151,2009/5/22,4.41,4.14,14.05,16.03,7.49,1.72,2.31,2.3,1.18,1.27,1.78,3.31,2.07,1.78,4.11,3.91,2.55,2.45,3.7,3.04,1.95,1.76,5.63,4.68,6.49,2.76,3.14,10.27,7.81,13.07,12.34,16.84,25.27
152,2009/5/29,4.41,4.14,14.03,16.03,7.5,1.77,2.27,2.19,1.21,1.43,1.77,3.34,1.89,1.74,4.01,3.63,2.52,2.3,3.42,2.9,1.84,1.84,5.75,4.82,6.6,2.74,2.81,10.4,7.79,13.19,12.46,16.88,25.31
153,2009/6/5,4.41,4.14,14.01,15.98,7.51,1.67,2.13,2.21,1.17,1.45,1.7,3.46,1.76,1.7,3.96,3.18,2.46,1.97,3.11,2.58,1.67,2.03,5.91,4.67,7.01,2.83,2.37,10.36,7.79,13.21,12.56,16.9,25.54
154,2009/6/12,4.41,4.14,14.08,15.95,7.5,1.55,2.11,2.15,1.13,1.36,1.66,3.5,1.53,1.65,3.23,2.66,2.21,1.74,2.97,2.44,1.59,2.28,6.21,4.6,7.09,2.91,1.96,10.32,7.92,13.19,12.55,17.2,25.64
155,2009/6/19,4.42,4.14,14.32,15.93,7.49,1.54,1.97,2.18,1.04,1.28,1.52,3.49,1.45,1.65,2.83,2.48,2.06,1.63,2.8,2.31,1.52,2.56,6.26,4.62,7.2,2.95,1.81,10.26,7.94,13.25,12.49,17.14,25.51
156,2009/6/26,4.42,4.14,14.53,15.91,7.45,1.54,1.84,1.98,0.96,1.21,1.48,3.51,1.56,1.54,2.5,2.27,2.14,1.51,2.64,2.18,1.5,2.72,6.42,4.48,7.15,3.03,1.76,10.27,8.05,13.14,12.29,17.18,25.21
157,2009/7/3,4.43,4.15,14.75,15.93,7.39,1.58,1.91,1.97,0.95,1.21,1.41,3.59,1.52,1.4,2.49,2.33,1.92,1.48,2.41,2.11,1.52,3.07,6.54,4.34,7.25,3.05,1.75,10.29,7.99,13.12,12.26,17.12,25.17
158,2009/7/10,4.43,4.16,14.85,15.91,7.38,1.64,1.93,2.02,0.99,1.16,1.38,3.64,1.51,1.28,2.37,2.37,1.86,1.45,2.49,2.09,1.52,3.08,6.62,4.27,6.9,3.08,1.73,10.16,7.98,13.05,12.23,17.15,25.08
159,2009/7/17,4.45,4.17,14.95,15.9,7.37,1.72,1.87,2.15,1.05,1.14,1.37,3.78,1.47,1.17,2.21,2.37,1.92,1.36,2.41,2.07,1.51,3.15,6.71,4.17,6.54,3.1,1.68,10.03,7.91,13.03,12.17,17.09,25.28
160,2009/7/24,4.46,4.19,15.21,15.88,7.38,1.74,1.89,2.2,1.05,1.09,1.35,4.13,1.52,1.08,2.2,2.36,1.93,1.34,2.35,2.09,1.56,3.25,6.68,4.17,6.33,3.19,1.61,9.94,7.98,12.92,12.19,17.16,25.12
161,2009/7/31,4.48,4.2,15.49,15.88,7.42,1.97,2.02,2.53,1.09,1.13,1.37,4.36,1.66,1.01,2.17,2.52,2.07,1.43,2.31,2.09,1.65,3.5,6.67,4.09,6.04,3.19,1.48,9.86,7.92,12.94,12.18,17.2,25.52
162,2009/8/7,4.48,4.21,15.78,15.86,7.47,2.1,2.14,2.78,1.11,1.13,1.38,4.58,1.68,0.99,2.24,2.67,2.26,1.51,2.34,2.1,1.67,3.77,6.62,3.99,5.84,3.15,1.38,9.78,7.92,12.84,12.17,17.11,25.54
163,2009/8/14,4.48,4.21,15.94,15.87,7.56,2.25,2.16,2.81,1.16,1.1,1.36,4.74,1.72,0.92,2.27,2.7,2.46,1.6,2.38,2.09,1.71,3.92,6.34,3.99,5.66,3.17,1.37,9.66,7.91,12.88,12.18,17.23,25.81
164,2009/8/21,4.48,4.21,16.15,15.9,7.64,2.19,2.19,3.12,1.22,1.2,1.38,4.93,1.82,0.91,2.33,2.73,2.39,1.58,2.35,2.04,1.74,4.11,6.26,3.95,5.47,3.1,1.37,9.64,7.92,13,12.25,17.34,25.86
165,2009/8/28,4.48,4.21,16.26,15.92,7.7,2.35,2.26,3.35,1.22,1.17,1.41,5.09,1.95,0.9,2.38,2.64,2.18,1.6,2.34,2.04,1.74,4.3,6.02,3.95,5.31,2.99,1.5,9.56,7.87,13.02,12.27,17.25,25.67
166,2009/9/4,4.48,4.21,16.34,15.94,7.75,2.33,2.38,3.49,1.3,1.3,1.4,5.17,2.03,0.9,2.58,2.84,2.3,1.75,2.39,2.09,1.75,4.51,5.81,3.87,5.15,2.93,1.55,9.34,7.89,12.86,12.09,16.97,25.51
167,2009/9/11,4.49,4.22,16.51,15.96,7.81,2.27,2.33,3.81,1.38,1.3,1.45,5.15,2.11,0.87,2.81,3.17,2.52,1.77,2.49,2.37,1.76,4.63,5.77,3.83,4.98,2.93,1.64,9.28,7.76,12.75,12.06,16.82,25.38
168,2009/9/18,4.49,4.22,16.48,15.97,7.86,2.26,2.26,3.46,1.34,1.31,1.47,5.23,2.09,0.88,2.97,3.29,2.45,1.87,2.54,2.33,1.81,4.64,5.66,3.83,4.92,2.93,1.65,9.32,7.69,12.72,11.98,16.93,25.04
169,2009/9/25,4.5,4.23,16.46,15.99,7.9,2.18,2.32,3.29,1.35,1.38,1.47,5.26,2.14,0.9,3.18,3.42,2.39,1.92,2.68,2.41,1.82,4.8,5.51,3.83,4.86,2.84,1.7,9.35,7.71,12.73,11.97,17.21,25.06
170,2009/10/9,4.51,4.23,16.4,15.98,7.87,2.13,2.35,3.01,1.2,1.25,1.48,5.14,2.01,0.93,3.37,3.17,2.38,2.05,2.63,2.54,1.79,4.93,5.32,3.65,4.75,2.84,1.85,9.23,7.76,12.67,11.9,17.21,25.34
171,2009/10/16,4.51,4.23,16.25,16.01,7.84,1.87,2.2,2.76,1.05,1.16,1.48,5.14,1.9,0.95,3.31,2.89,2.47,2.03,2.67,2.47,1.78,5.15,5.18,3.6,4.72,2.8,1.96,9.16,7.76,12.56,11.81,16.93,25.19
172,2009/10/23,4.51,4.22,16.1,16.01,7.8,1.77,2.1,2.58,0.96,1.08,1.54,5.12,1.88,0.98,3.35,2.87,2.48,1.97,2.72,2.41,1.81,5.36,5.09,3.53,4.75,2.76,2.02,9.17,7.68,12.4,11.6,16.97,25.38
173,2009/10/30,4.52,4.23,16.01,15.98,7.76,1.67,1.9,2.29,0.9,1.01,1.59,5.14,1.81,0.94,3.43,2.9,2.52,2.1,2.73,2.35,1.83,5.6,5,3.52,4.86,2.75,2.04,9.12,7.63,12.29,11.41,16.85,24.99
174,2009/11/6,4.52,4.23,15.93,15.99,7.73,1.73,1.84,2.24,0.84,1.02,1.62,5.25,1.96,0.96,3.53,3.26,2.49,2.14,2.79,2.36,1.86,5.68,4.92,3.43,4.98,2.71,2.08,9.09,7.53,12.14,11.25,16.82,25.03
175,2009/11/13,4.53,4.23,16.02,16.02,7.69,2.16,1.92,2.61,0.92,1.03,1.69,5.5,2.53,1.01,3.84,3.73,2.77,2.48,3.03,2.54,1.89,6.14,5.02,3.42,5.08,2.72,2.17,9.09,7.5,12.17,11.23,16.73,24.99
176,2009/11/20,4.54,4.24,16.15,16.02,7.7,2.5,2.19,2.86,1.05,1.19,1.83,5.65,3.34,1.08,4.01,4.68,3.06,2.96,3.22,2.57,2.06,6.54,5.04,3.42,5.3,2.75,2.29,9.1,7.53,12.13,11.19,17.01,25.03
177,2009/11/27,4.54,4.24,16.31,16.03,7.69,2.57,2.31,3.06,0.99,1.22,1.85,5.63,3.75,1.12,4.6,5.09,3.19,3.21,3.33,2.74,2.11,6.96,5.07,3.36,5.3,2.68,2.43,9.06,7.41,11.95,11.17,17.17,24.88
178,2009/12/4,4.55,4.25,16.54,16.03,7.7,2.85,2.43,3.23,1.03,1.21,1.9,5.68,3.83,1.14,5.23,5.45,3.47,3.63,3.64,2.97,2.22,7.24,5.02,3.33,5.29,2.73,2.54,9.08,7.47,11.93,11.07,17.12,25.01
179,2009/12/11,4.55,4.25,16.8,16.03,7.7,2.85,2.51,3.43,1,1.22,1.93,5.73,3.88,1.15,5.59,5.38,3.46,3.85,3.85,3.31,2.3,7.35,5.08,3.29,5.23,2.74,2.63,9.04,7.49,11.92,11.07,17.3,25.14
180,2009/12/18,4.55,4.26,16.96,16.03,7.72,3.06,2.56,3.61,1.03,1.25,1.96,5.84,3.75,1.2,5.65,5.17,3.51,3.83,3.94,3.51,2.44,7.2,5.11,3.28,5.2,2.75,2.77,9.03,7.54,12.11,11.2,17.42,25.24
181,2009/12/25,4.56,4.26,17,16.05,7.72,3.13,2.58,3.68,1.12,1.28,1.99,6.04,3.49,1.22,5.53,5.34,3.51,3.8,3.97,3.66,2.63,7.27,5.15,3.29,5.27,2.79,2.86,9.04,7.52,12.15,11.33,17.76,25.1
182,2010/1/1,4.56,4.27,17.08,16.03,7.74,3.18,2.67,3.86,1.19,1.31,2.08,6.21,3.18,1.24,5.5,5.37,3.55,3.79,3.89,3.77,2.71,7.23,5.2,3.26,5.16,2.79,2.88,9.18,7.57,12.22,11.27,17.96,25.24
183,2010/1/8,4.57,4.28,17,16.05,7.73,3.46,2.85,4.18,1.32,1.41,2.16,6.46,3.36,1.25,5.86,5.5,3.58,4.06,4,3.8,2.81,7.45,5.26,3.29,5.15,2.77,2.95,9.31,7.61,12.2,11.3,18.38,25.4
184,2010/1/15,4.57,4.28,16.92,16.03,7.76,3.45,2.83,4.29,1.42,1.43,2.17,6.53,3.36,1.29,5.78,5.11,3.58,4.34,3.9,3.59,2.79,7.51,5.28,3.26,5.17,2.82,3,9.44,7.74,12.4,11.52,18.53,25.5
185,2010/1/22,4.58,4.28,16.78,16.02,7.76,3.52,2.85,4.3,1.51,1.49,2.27,6.7,3.66,1.43,5.84,5.16,3.83,4.5,3.99,3.71,2.77,7.54,5.42,3.38,5.28,2.84,3.1,9.47,7.73,12.38,11.51,18.9,25.63
186,2010/1/29,4.59,4.28,16.63,16.01,7.77,3.2,2.71,4.19,1.44,1.38,2.31,6.85,3.45,1.48,5.67,5.08,3.7,4.04,3.82,3.55,2.74,7.59,5.55,3.4,5.39,2.87,3.34,9.59,7.77,12.44,11.6,19.31,25.6
187,2010/2/5,4.6,4.28,16.36,16.02,7.79,2.9,2.53,4.11,1.45,1.4,2.31,6.98,3.5,1.56,5.76,5.01,3.6,4.18,3.88,3.59,2.8,7.62,5.55,3.5,5.63,2.92,3.6,9.81,7.75,12.41,11.61,19.82,25.87
188,2010/2/12,4.6,4.29,16.36,16.06,7.79,3.21,2.79,4.33,1.63,1.53,2.42,7.17,4.41,1.63,6.03,5.78,3.89,4.57,4.36,4.06,2.83,7.84,5.68,3.63,5.82,3.02,3.79,9.9,8,12.61,11.8,20.7,26.76
189,2010/2/19,4.6,4.29,16.44,16.05,7.78,3.37,2.79,4.24,1.68,1.55,2.48,7.26,4.5,1.67,6,6.31,3.81,4.87,4.32,3.91,2.84,7.9,5.73,3.68,5.93,3.04,3.99,9.83,8.01,12.62,11.79,20.64,26.66
190,2010/2/26,4.61,4.29,16.12,16.06,7.76,2.72,2.43,3.63,1.57,1.39,2.45,7.41,3.97,1.67,6.04,6.48,3.48,4.24,3.89,3.58,2.73,7.75,5.6,3.71,5.95,3.02,4.08,9.81,7.94,12.56,12,20.52,26.52
191,2010/3/5,4.61,4.29,15.8,16.06,7.74,2.65,2.43,3.53,1.67,1.43,2.46,7.46,3.91,1.63,6,6.19,3.33,4.29,3.86,3.64,2.62,7.65,5.57,3.71,6.02,3.04,4.02,9.83,7.86,12.61,11.83,20.78,25.92
192,2010/3/12,4.61,4.29,15.51,16.04,7.72,2.66,2.44,3.59,1.85,1.38,2.55,7.28,3.97,1.63,6.18,6.24,3.24,4.5,3.87,3.75,2.57,7.64,5.56,3.61,6.05,3.08,3.82,9.82,7.88,12.67,11.94,20.99,26.06
193,2010/3/19,4.62,4.29,15.29,16.03,7.68,2.74,2.49,3.55,2.04,1.39,2.6,7.32,4.16,1.57,6.1,6.63,3.23,4.54,4.05,3.75,2.47,7.54,5.54,3.62,6.08,3.15,3.81,9.77,7.79,12.56,11.75,21.14,25.65
194,2010/3/26,4.64,4.29,15.04,15.99,7.66,2.77,2.46,3.48,2.26,1.35,2.67,7.19,4.12,1.56,5.95,6.77,3.37,4.52,4.24,4.09,2.33,7.49,5.65,3.65,6.1,3.16,3.71,9.76,7.73,12.55,11.69,20.83,25.54
195,2010/4/2,4.65,4.3,14.76,15.96,7.65,2.64,2.3,3.52,2.32,1.31,2.72,7.12,3.67,1.52,5.78,6.14,3.46,4.45,4.69,4.45,2.26,7.54,5.64,3.71,6.01,3.17,3.77,9.73,7.64,12.52,11.56,20.84,25.65
